name,credits,institution
Pooja,105,NIT Trichy
Ankit,134,IIT Bombay
Amit,95,NIT Surathkal
Suresh,160,IIIT Hyderabad
Sneha,56,DU
Sneha,29,NIT Trichy
Mehul,126,JNU
Priya,33,IIT Madras
Neha,39,IIT Delhi
Kavita,37,NIT Surathkal
Neha,100,IIT Madras
Priya,101,IIT Bombay
Vikas,33,NIT Trichy
Simran,152,BITS Pilani
Deepak,101,JNU
Nisha,65,IIIT Hyderabad
Ankit,139,DU
Kavita,62,JNU
Sneha,89,BITS Pilani
Simran,102,JNU
Vikas,168,IIT Madras
Vikas,83,BITS Pilani
Ankit,69,NIT Trichy
Vikram,141,NIT Trichy
Pooja,164,IIT Madras
Manish,115,DU
Neha,146,DU
Vikas,136,NIT Surathkal
Neha,26,NIT Surathkal
Ankit,21,BITS Pilani
Sneha,101,NIT Surathkal
Arjun,73,NIT Trichy
Amit,92,IIT Delhi
Suresh,41,IIT Bombay
Arjun,162,DU
Priya,47,IIT Madras
Nisha,70,IIT Kanpur
Manish,155,IIT Bombay
Rohit,36,DU
Vikas,158,DU
Deepak,166,IIT Delhi
Kavita,136,IIIT Hyderabad
Arjun,26,IIT Kanpur
Mehul,146,IIIT Hyderabad
Rohit,170,IIIT Hyderabad
Rohit,39,IIT Madras
Rohit,141,JNU
Deepak,139,NIT Trichy
Rahul,153,IIT Delhi
Ankit,175,NIT Surathkal
Priya,102,JNU
Neha,91,JNU
Ankit,77,DU
Manish,113,IIT Delhi
Ankit,71,IIT Kanpur
Vikas,114,IIIT Hyderabad
Suresh,152,JNU
Arjun,159,NIT Trichy
Simran,127,JNU
Simran,49,NIT Surathkal
Amit,119,IIT Kanpur
Manish,152,JNU
Simran,135,BITS Pilani
Priya,170,BITS Pilani
Riya,55,IIT Bombay
Ankit,22,IIIT Hyderabad
Pooja,26,IIT Madras
Priya,114,IIT Delhi
Simran,143,NIT Trichy
Manish,41,IIT Kanpur
Kiran,86,IIIT Hyderabad
Kavita,138,DU
Neha,35,NIT Surathkal
Manish,115,NIT Surathkal
Mehul,108,JNU
Kavita,163,DU
Rohit,131,IIIT Hyderabad
Vikas,31,JNU
Amit,55,IIT Kanpur
Rohit,138,IIT Bombay
Kiran,112,IIT Kanpur
Kiran,34,IIIT Hyderabad
Mehul,54,NIT Surathkal
Kiran,80,IIT Kanpur
Rohit,155,IIT Delhi
Arjun,46,NIT Trichy
Simran,153,NIT Trichy
Sneha,153,IIT Bombay
Vikas,75,IIT Delhi
Rahul,108,IIT Kanpur
Riya,147,JNU
Neha,139,IIIT Hyderabad
Amit,87,IIT Kanpur
Simran,105,DU
Vikas,34,IIT Kanpur
Kavita,159,DU
Neha,144,IIIT Hyderabad
Manish,45,BITS Pilani
Sneha,71,IIT Delhi
Kavita,139,IIT Madras
Neha,25,IIT Delhi
Riya,126,IIT Madras
Suresh,61,IIT Madras
Mehul,58,IIT Bombay
Priya,22,NIT Surathkal
Vikas,72,IIT Madras
Riya,107,DU
Suresh,111,IIT Delhi
Mehul,114,NIT Trichy
Pooja,32,IIT Delhi
Arjun,147,IIT Delhi
Mehul,94,NIT Surathkal
Manish,139,NIT Trichy
Vikram,70,IIT Kanpur
Neha,144,JNU
Sneha,136,NIT Surathkal
Ankit,102,NIT Trichy
Ankit,68,IIT Madras
Manish,83,IIT Madras
Kavita,61,IIT Kanpur
Pooja,56,IIT Kanpur
Vikram,88,NIT Trichy
Suresh,108,IIT Madras
Ankit,56,NIT Trichy
Sneha,63,IIT Delhi
Riya,50,IIT Madras
Riya,31,IIIT Hyderabad
Kavita,112,IIT Madras
Rohit,135,JNU
Manish,36,NIT Surathkal
Deepak,119,DU
Amit,49,DU
Nisha,90,IIT Kanpur
Rahul,104,DU
Riya,33,JNU
Vikram,136,BITS Pilani
Ankit,142,BITS Pilani
Simran,162,IIT Madras
Ankit,49,IIT Delhi
Vikas,159,IIT Madras
Riya,80,IIT Bombay
Kiran,123,DU
Ankit,170,DU
Nisha,137,IIT Bombay
Manish,100,JNU
Kavita,165,JNU
Rahul,71,IIIT Hyderabad
Simran,140,IIT Bombay
Amit,166,IIT Delhi
Ankit,121,NIT Trichy
Simran,116,IIT Madras
Vikram,138,IIT Kanpur
Priya,118,NIT Surathkal
Deepak,89,IIT Bombay
Riya,88,BITS Pilani
Ankit,74,JNU
Vikas,115,JNU
Kavita,63,IIT Kanpur
Amit,96,IIT Delhi
Rahul,178,DU
Neha,113,BITS Pilani
Simran,20,IIT Kanpur
Neha,75,IIIT Hyderabad
Vikas,84,NIT Trichy
Rohit,108,NIT Surathkal
Neha,171,BITS Pilani
Amit,118,DU
Kavita,93,IIIT Hyderabad
Rohit,164,DU
Vikas,97,IIT Madras
Vikram,170,NIT Surathkal
Rahul,88,DU
Riya,126,JNU
Priya,167,IIT Kanpur
Mehul,132,IIT Madras
Simran,31,DU
Nisha,180,IIT Kanpur
Ankit,137,IIT Delhi
Simran,145,NIT Trichy
Simran,148,NIT Trichy
Deepak,159,IIT Madras
Kavita,155,JNU
Suresh,74,IIT Delhi
Priya,63,IIT Delhi
Simran,38,NIT Surathkal
Pooja,23,BITS Pilani
Mehul,116,IIT Bombay
Sneha,53,JNU
Vikas,100,IIT Kanpur
Pooja,65,NIT Trichy
Vikas,177,IIT Kanpur
Kavita,37,NIT Trichy
Kiran,173,IIT Kanpur
Kiran,150,BITS Pilani
Kavita,162,DU
Sneha,151,NIT Trichy
Manish,45,IIT Bombay
Mehul,51,IIT Bombay
Pooja,115,BITS Pilani
Sneha,85,IIIT Hyderabad
Vikas,152,JNU
Amit,109,BITS Pilani
Rohit,46,IIT Bombay
Sneha,46,NIT Trichy
Sneha,166,IIT Bombay
Arjun,49,IIIT Hyderabad
Pooja,157,IIT Madras
Pooja,48,IIT Delhi
Kavita,53,BITS Pilani
Riya,142,IIT Delhi
Vikram,134,IIT Kanpur
Rahul,148,BITS Pilani
Deepak,125,JNU
Vikram,159,IIIT Hyderabad
Rohit,79,DU
Pooja,93,IIT Madras
Vikram,108,NIT Trichy
Suresh,99,BITS Pilani
Mehul,138,BITS Pilani
Riya,94,IIT Bombay
Neha,20,NIT Surathkal
Kavita,163,IIT Kanpur
Priya,39,JNU
Pooja,29,NIT Trichy
Pooja,87,NIT Surathkal
Mehul,72,DU
Deepak,161,DU
Ankit,172,JNU
Amit,59,IIT Bombay
Simran,22,IIT Bombay
Mehul,62,BITS Pilani
Simran,120,IIT Delhi
Kavita,152,IIT Bombay
Ankit,139,BITS Pilani
Rohit,63,IIT Madras
Nisha,135,IIT Kanpur
Manish,44,NIT Trichy
Amit,68,NIT Trichy
Neha,109,DU
Kiran,141,IIT Bombay
Pooja,158,NIT Surathkal
Neha,84,IIT Bombay
Ankit,113,JNU
Vikas,126,IIT Kanpur
Kiran,138,IIIT Hyderabad
Amit,141,IIT Delhi
Kiran,35,JNU
Kiran,137,IIT Madras
Nisha,164,NIT Trichy
Priya,127,JNU
Deepak,85,DU
Vikram,56,IIT Bombay
Vikram,160,NIT Surathkal
Mehul,27,NIT Surathkal
Neha,58,NIT Surathkal
Mehul,40,IIT Delhi
Ankit,160,IIIT Hyderabad
Rohit,25,IIT Kanpur
Nisha,38,NIT Surathkal
Riya,134,NIT Surathkal
Neha,115,JNU
Mehul,24,NIT Surathkal
Manish,111,IIT Bombay
Simran,86,BITS Pilani
Pooja,143,IIT Delhi
Rahul,80,IIT Kanpur
Riya,71,IIIT Hyderabad
Sneha,149,IIT Bombay
Sneha,113,NIT Surathkal
Priya,71,IIT Bombay
Suresh,100,NIT Surathkal
Arjun,23,IIT Bombay
Vikram,150,BITS Pilani
Amit,169,NIT Trichy
Nisha,174,IIT Bombay
Priya,162,NIT Trichy
Neha,174,IIT Kanpur
Vikram,113,DU
Riya,42,IIT Bombay
Riya,62,DU
Riya,72,DU
Arjun,149,BITS Pilani
Deepak,130,NIT Trichy
Ankit,71,IIT Madras
Amit,87,IIT Madras
Vikram,63,IIT Kanpur
Sneha,117,IIIT Hyderabad
Simran,76,NIT Trichy
Arjun,105,NIT Trichy
Mehul,132,IIT Madras
Suresh,34,JNU
Mehul,88,DU
Amit,175,IIT Bombay
Simran,20,IIT Bombay
Suresh,75,IIIT Hyderabad
Amit,124,IIIT Hyderabad
Riya,151,IIT Delhi
Suresh,51,BITS Pilani
Amit,66,JNU
Neha,74,IIT Kanpur
Nisha,27,DU
Priya,142,JNU
Amit,152,IIT Bombay
Arjun,22,BITS Pilani
Suresh,95,JNU
Ankit,93,BITS Pilani
Rohit,111,BITS Pilani
Sneha,80,BITS Pilani
Manish,60,NIT Trichy
Suresh,118,JNU
Suresh,43,DU
Amit,22,IIIT Hyderabad
Mehul,109,JNU
Rohit,109,NIT Surathkal
Amit,102,NIT Surathkal
Priya,134,IIT Kanpur
Sneha,150,NIT Surathkal
Kiran,67,IIT Delhi
Neha,177,IIT Bombay
Simran,145,IIT Delhi
Suresh,100,DU
Sneha,153,IIIT Hyderabad
Kavita,135,IIT Bombay
Suresh,73,DU
Riya,91,IIT Madras
Kavita,127,BITS Pilani
Sneha,178,DU
Rahul,171,NIT Trichy
Pooja,73,NIT Trichy
Priya,39,IIIT Hyderabad
Nisha,57,IIT Kanpur
Priya,143,IIT Kanpur
Riya,25,NIT Surathkal
Vikram,91,DU
Sneha,21,JNU
Ankit,70,JNU
Priya,138,IIT Bombay
Neha,111,IIT Madras
Vikram,72,IIT Kanpur
Amit,115,JNU
Suresh,45,JNU
Ankit,123,BITS Pilani
Riya,32,DU
Kiran,26,NIT Trichy
Vikram,73,BITS Pilani
Arjun,67,IIT Kanpur
Neha,20,JNU
Rahul,123,IIT Delhi
Manish,180,JNU
Nisha,97,NIT Trichy
Pooja,86,NIT Trichy
Ankit,49,IIT Madras
Sneha,121,IIIT Hyderabad
Ankit,55,BITS Pilani
Neha,96,IIIT Hyderabad
Rohit,26,IIT Madras
Riya,178,IIT Bombay
Manish,134,NIT Surathkal
Nisha,81,IIT Delhi
Nisha,117,JNU
Vikas,125,NIT Surathkal
Amit,49,IIT Delhi
Riya,47,IIT Bombay
Kiran,85,IIIT Hyderabad
Pooja,175,DU
Sneha,77,IIT Madras
Suresh,169,IIT Delhi
Neha,86,JNU
Sneha,38,NIT Surathkal
Pooja,54,IIIT Hyderabad
Kavita,142,IIT Bombay
Sneha,128,IIT Madras
Deepak,20,IIIT Hyderabad
Simran,160,IIIT Hyderabad
Kavita,121,IIT Kanpur
Neha,130,DU
Arjun,75,IIT Delhi
Suresh,23,DU
Rahul,122,IIT Delhi
Priya,85,IIT Delhi
Simran,62,IIT Kanpur
Nisha,29,IIIT Hyderabad
Nisha,80,IIT Bombay
Manish,49,NIT Surathkal
Kavita,92,IIT Madras
Rohit,83,IIT Madras
Sneha,126,IIT Madras
Rahul,87,IIT Madras
Kiran,106,NIT Trichy
Simran,88,JNU
Manish,88,BITS Pilani
Kavita,129,IIT Bombay
Kavita,60,IIT Kanpur
Priya,26,BITS Pilani
Sneha,32,IIT Delhi
Nisha,101,IIT Delhi
Kiran,33,IIT Delhi
Mehul,50,IIT Madras
Deepak,81,NIT Surathkal
Priya,107,DU
Manish,84,IIT Kanpur
Priya,40,DU
Ankit,125,NIT Trichy
Pooja,57,IIT Bombay
Sneha,120,DU
Deepak,151,DU
Suresh,38,IIIT Hyderabad
Pooja,113,IIT Kanpur
Neha,53,NIT Surathkal
Rahul,121,IIT Kanpur
Arjun,151,BITS Pilani
Rahul,120,IIT Bombay
Nisha,45,DU
Nisha,148,NIT Surathkal
Arjun,92,IIT Delhi
Priya,104,JNU
Suresh,91,IIT Kanpur
Vikram,177,IIT Bombay
Nisha,99,NIT Surathkal
Deepak,75,IIIT Hyderabad
Ankit,166,IIT Delhi
Amit,151,IIT Madras
Amit,79,DU
Rohit,157,JNU
Nisha,87,IIT Bombay
Arjun,39,IIT Madras
Rahul,126,IIT Kanpur
Kavita,138,IIT Delhi
Ankit,93,BITS Pilani
Pooja,163,IIT Delhi
Rohit,76,NIT Trichy
Sneha,47,IIT Kanpur
Sneha,39,IIT Delhi
Nisha,24,DU
Vikas,77,JNU
Deepak,167,IIT Bombay
Deepak,20,NIT Trichy
Sneha,62,IIT Delhi
Manish,31,NIT Trichy
Rahul,86,IIT Madras
Suresh,105,IIT Madras
Deepak,158,BITS Pilani
Riya,141,BITS Pilani
Vikram,51,DU
Manish,85,IIT Madras
Neha,127,IIT Kanpur
Neha,127,IIT Bombay
Rohit,87,NIT Trichy
Neha,62,IIT Bombay
Priya,163,IIT Kanpur
Priya,68,IIT Delhi
Neha,41,IIIT Hyderabad
Kavita,155,JNU
Vikas,130,IIIT Hyderabad
Nisha,118,IIT Kanpur
Vikram,70,IIT Kanpur
Kiran,83,BITS Pilani
Amit,65,IIT Delhi
Amit,155,IIT Delhi
Mehul,22,IIT Kanpur
Manish,63,IIIT Hyderabad
Suresh,64,IIT Delhi
Ankit,39,IIT Delhi
Neha,23,DU
Priya,109,NIT Surathkal
Ankit,55,NIT Trichy
Neha,165,IIT Madras
Neha,125,IIT Madras
Mehul,62,NIT Surathkal
Rahul,127,IIIT Hyderabad
Riya,174,IIT Madras
Priya,137,BITS Pilani
Manish,153,JNU
Ankit,30,NIT Surathkal
Pooja,75,IIT Bombay
Mehul,97,JNU
Vikram,54,NIT Surathkal
Nisha,99,NIT Trichy
Rahul,171,IIT Madras
Kavita,87,BITS Pilani
Kiran,143,BITS Pilani
Kiran,164,BITS Pilani
Amit,28,IIT Madras
Rohit,41,NIT Trichy
Priya,59,IIT Bombay
Kavita,98,IIT Kanpur
Vikas,90,DU
Manish,143,BITS Pilani
Kavita,68,IIT Kanpur
Amit,115,BITS Pilani
Vikram,167,NIT Surathkal
Rohit,73,NIT Trichy
Simran,179,NIT Surathkal
Amit,111,DU
Vikas,144,NIT Surathkal
Sneha,92,JNU
Ankit,69,BITS Pilani
Ankit,136,NIT Surathkal
Simran,44,IIIT Hyderabad
Neha,90,JNU
Rohit,66,BITS Pilani
Vikas,33,DU
Riya,113,DU
Priya,87,IIIT Hyderabad
Riya,105,IIT Madras
Suresh,52,NIT Trichy
Mehul,114,NIT Trichy
Deepak,56,BITS Pilani
Arjun,72,NIT Trichy
Simran,89,IIT Bombay
Nisha,145,NIT Trichy
Kiran,128,IIT Kanpur
Rahul,177,IIT Kanpur
Suresh,73,IIT Delhi
Rahul,74,DU
Mehul,78,IIT Kanpur
Sneha,112,NIT Trichy
Amit,26,IIT Delhi
Kiran,79,NIT Surathkal
Vikram,142,JNU
Rahul,133,DU
Pooja,164,BITS Pilani
Kavita,70,NIT Trichy
Arjun,125,DU
Riya,138,DU
Sneha,111,IIT Bombay
Priya,85,IIT Madras
Mehul,176,IIT Kanpur
Deepak,44,JNU
Pooja,32,NIT Trichy
Sneha,30,IIT Kanpur
Rohit,89,DU
Sneha,25,JNU
Mehul,111,BITS Pilani
Kavita,125,NIT Surathkal
Rahul,39,IIT Madras
Rohit,163,NIT Trichy
Neha,140,JNU
Rahul,87,NIT Surathkal
Amit,47,BITS Pilani
Kavita,61,IIT Madras
Vikram,179,NIT Surathkal
Kavita,140,NIT Surathkal
Priya,55,BITS Pilani
Kavita,112,DU
Ankit,154,DU
Amit,114,JNU
Amit,119,JNU
Vikram,177,IIT Madras
Simran,67,DU
Mehul,170,DU
Pooja,70,IIT Bombay
Vikram,126,JNU
Sneha,85,IIT Madras
Sneha,84,IIIT Hyderabad
Ankit,26,JNU
Kiran,142,DU
Suresh,154,DU
Manish,58,BITS Pilani
Nisha,46,NIT Surathkal
Arjun,82,DU
Rohit,60,IIT Bombay
Manish,140,IIT Bombay
Pooja,131,NIT Trichy
Simran,48,IIIT Hyderabad
Priya,120,IIIT Hyderabad
Rohit,48,IIIT Hyderabad
Kiran,120,IIIT Hyderabad
Simran,106,JNU
Riya,52,NIT Trichy
Priya,20,BITS Pilani
Vikas,128,JNU
Simran,40,IIT Delhi
Rahul,120,JNU
Manish,40,JNU
Kiran,138,BITS Pilani
Ankit,34,NIT Trichy
Deepak,175,IIT Delhi
Priya,113,NIT Surathkal
Sneha,21,DU
Kavita,42,JNU
Deepak,131,IIT Kanpur
Simran,85,NIT Trichy
Amit,113,DU
Vikas,39,DU
Pooja,75,DU
Amit,57,NIT Trichy
Manish,92,IIT Kanpur
Priya,113,IIIT Hyderabad
Nisha,155,IIIT Hyderabad
Deepak,107,DU
Pooja,110,BITS Pilani
Nisha,44,BITS Pilani
Priya,105,JNU
Amit,146,JNU
Amit,132,DU
Deepak,156,IIT Bombay
Vikram,100,IIT Kanpur
Neha,154,BITS Pilani
Ankit,95,NIT Surathkal
Riya,106,NIT Surathkal
Kavita,120,IIT Delhi
Nisha,51,IIT Kanpur
Kiran,58,IIIT Hyderabad
Vikas,29,IIT Bombay
Mehul,176,IIT Bombay
Ankit,43,IIIT Hyderabad
Pooja,24,JNU
Vikas,77,NIT Trichy
Manish,126,IIT Madras
Nisha,161,IIT Bombay
Priya,30,IIT Delhi
Neha,129,IIT Delhi
Ankit,56,IIT Delhi
Kiran,156,IIT Kanpur
Amit,91,JNU
Kiran,115,DU
Pooja,24,IIT Kanpur
Amit,81,IIT Bombay
Manish,93,IIT Bombay
Nisha,118,NIT Surathkal
Amit,178,NIT Trichy
Arjun,77,JNU
Amit,26,JNU
Rohit,150,BITS Pilani
Deepak,128,DU
Mehul,135,IIT Kanpur
Vikram,124,IIT Delhi
Pooja,81,IIIT Hyderabad
Vikas,58,DU
Amit,175,IIT Bombay
Rahul,87,IIIT Hyderabad
Pooja,152,NIT Trichy
Deepak,95,DU
Vikas,36,IIT Bombay
Vikas,68,IIT Kanpur
Rohit,26,IIT Delhi
Rohit,159,IIT Kanpur
Riya,63,IIT Bombay
Kavita,164,IIT Bombay
Suresh,164,IIT Delhi
Deepak,22,JNU
Arjun,162,IIIT Hyderabad
Priya,26,IIIT Hyderabad
Rohit,45,IIT Kanpur
Riya,39,IIT Madras
Deepak,88,DU
Pooja,72,DU
Suresh,85,BITS Pilani
Rahul,83,IIIT Hyderabad
Kiran,38,IIT Madras
Mehul,132,DU
Mehul,166,IIT Delhi
Arjun,24,BITS Pilani
Priya,132,IIT Madras
Kavita,95,IIT Kanpur
Deepak,81,IIT Madras
Vikram,128,JNU
Rohit,130,IIIT Hyderabad
Pooja,144,IIT Delhi
Nisha,167,IIIT Hyderabad
Kavita,96,NIT Surathkal
Rohit,32,DU
Riya,96,IIT Madras
Simran,112,IIT Kanpur
Vikram,136,IIT Kanpur
Pooja,70,IIT Delhi
Mehul,21,IIT Delhi
Priya,66,IIT Bombay
Rohit,121,IIT Madras
Kiran,163,IIT Kanpur
Neha,139,IIT Bombay
Suresh,52,IIT Bombay
Rohit,41,IIT Madras
Mehul,143,IIT Kanpur
Manish,27,BITS Pilani
Rahul,44,NIT Trichy
Neha,85,IIIT Hyderabad
Rahul,57,DU
Vikas,164,DU
Arjun,20,BITS Pilani
Priya,95,IIT Delhi
Mehul,173,JNU
Mehul,73,DU
Vikas,46,IIIT Hyderabad
Rohit,80,DU
Sneha,89,IIT Madras
Simran,86,IIT Madras
Sneha,147,DU
Amit,130,NIT Trichy
Sneha,69,IIIT Hyderabad
Manish,104,IIIT Hyderabad
Nisha,123,IIT Bombay
Mehul,132,NIT Surathkal
Rahul,65,DU
Priya,128,IIT Madras
Neha,170,IIT Bombay
Rohit,89,NIT Trichy
Sneha,81,NIT Surathkal
Vikas,175,IIT Madras
Vikram,173,NIT Trichy
Priya,72,JNU
Arjun,26,IIT Kanpur
Rohit,75,NIT Trichy
Nisha,140,NIT Surathkal
Suresh,129,JNU
Deepak,27,IIT Kanpur
Rohit,117,IIIT Hyderabad
Mehul,78,IIT Delhi
Ankit,98,IIIT Hyderabad
Kavita,167,NIT Trichy
Kiran,137,IIT Delhi
Amit,72,IIT Delhi
Suresh,79,NIT Trichy
Nisha,49,IIT Kanpur
Priya,121,IIIT Hyderabad
Priya,138,DU
Deepak,141,NIT Surathkal
Ankit,134,IIT Bombay
Riya,105,IIIT Hyderabad
Ankit,146,JNU
Simran,113,NIT Surathkal
Riya,142,NIT Surathkal
Mehul,180,IIT Madras
Riya,128,NIT Trichy
Riya,26,IIT Kanpur
Amit,128,NIT Trichy
Vikram,175,JNU
Vikas,76,IIT Kanpur
Arjun,171,IIT Kanpur
Rohit,49,IIT Madras
Sneha,134,DU
Riya,86,IIT Delhi
Amit,165,IIT Delhi
Amit,54,IIIT Hyderabad
Pooja,99,IIT Kanpur
Manish,122,DU
Arjun,75,IIT Delhi
Suresh,148,IIT Madras
Sneha,169,IIT Bombay
Suresh,127,IIT Kanpur
Mehul,83,NIT Surathkal
Deepak,172,IIT Kanpur
Sneha,75,IIT Madras
Ankit,82,DU
Amit,34,IIT Bombay
Priya,60,IIT Bombay
Arjun,141,JNU
Arjun,175,IIT Delhi
Vikas,179,JNU
Nisha,70,JNU
Manish,94,IIT Bombay
Rahul,117,NIT Trichy
Kavita,157,NIT Surathkal
Sneha,152,IIT Delhi
Nisha,54,NIT Trichy
Neha,40,NIT Surathkal
Manish,88,IIT Delhi
Suresh,132,IIIT Hyderabad
Amit,74,IIIT Hyderabad
Ankit,68,BITS Pilani
Mehul,110,IIT Kanpur
Kiran,140,BITS Pilani
Vikram,143,JNU
Rohit,44,IIT Bombay
Rahul,138,NIT Trichy
Manish,129,IIT Madras
Pooja,89,IIT Bombay
Arjun,173,IIT Kanpur
Simran,140,IIT Madras
Kiran,159,IIT Bombay
Rahul,147,BITS Pilani
Riya,86,IIT Bombay
Arjun,128,NIT Surathkal
Suresh,111,IIT Delhi
Arjun,29,BITS Pilani
Rohit,170,NIT Surathkal
Rahul,113,BITS Pilani
Mehul,29,DU
Nisha,28,IIT Bombay
Arjun,174,IIT Delhi
Vikas,55,IIT Delhi
Nisha,31,NIT Trichy
Sneha,130,IIIT Hyderabad
Neha,180,DU
Neha,144,DU
Kiran,96,JNU
Rohit,23,IIT Kanpur
Vikas,115,IIT Bombay
Neha,49,JNU
Riya,120,BITS Pilani
Vikram,130,IIT Delhi
Deepak,37,DU
Kavita,143,NIT Trichy
Deepak,134,DU
Kiran,63,DU
Kiran,101,DU
Kiran,126,NIT Trichy
Amit,168,BITS Pilani
Arjun,139,IIIT Hyderabad
Suresh,114,JNU
Rahul,144,IIT Madras
Simran,85,DU
Simran,144,IIT Bombay
Sneha,21,DU
Manish,132,JNU
Kavita,81,NIT Surathkal
Deepak,164,JNU
Amit,167,JNU
Nisha,150,IIIT Hyderabad
Kavita,178,IIT Madras
Kavita,78,DU
Suresh,54,IIT Delhi
Riya,138,IIT Delhi
Pooja,69,IIIT Hyderabad
Suresh,75,IIT Madras
Simran,75,DU
Suresh,91,IIT Madras
Mehul,70,IIT Madras
Rohit,59,IIIT Hyderabad
Arjun,72,IIT Delhi
Deepak,102,NIT Trichy
Neha,145,IIT Madras
Arjun,158,NIT Surathkal
Sneha,21,IIT Kanpur
Priya,119,IIIT Hyderabad
Neha,67,IIT Kanpur
Mehul,58,JNU
Mehul,129,IIIT Hyderabad
Arjun,40,IIT Delhi
Deepak,89,JNU
Amit,64,NIT Surathkal
Rohit,100,IIT Kanpur
Vikas,101,IIT Madras
Mehul,79,IIT Bombay
Manish,67,IIIT Hyderabad
Sneha,55,BITS Pilani
Pooja,45,JNU
Manish,30,NIT Surathkal
Arjun,167,IIT Bombay
Rahul,85,BITS Pilani
Rahul,102,JNU
Mehul,165,DU
Ankit,76,NIT Trichy
Rohit,77,IIT Delhi
Deepak,119,DU
Vikas,24,NIT Trichy
Priya,102,DU
Manish,91,IIT Bombay
Manish,127,IIT Delhi
Rahul,109,NIT Trichy
Mehul,126,DU
Neha,116,IIT Delhi
Simran,134,IIT Delhi
Suresh,86,IIIT Hyderabad
Simran,54,BITS Pilani
Pooja,123,BITS Pilani
Manish,137,JNU
Suresh,100,BITS Pilani
Arjun,158,JNU
Mehul,103,IIT Bombay
Arjun,156,NIT Trichy
Nisha,108,NIT Surathkal
Sneha,113,DU
Riya,84,JNU
Kiran,40,NIT Trichy
Amit,171,NIT Trichy
Ankit,120,IIT Delhi
Simran,157,IIT Bombay
Rahul,117,NIT Surathkal
Amit,120,NIT Trichy
Amit,148,NIT Trichy
Neha,168,BITS Pilani
Simran,32,NIT Trichy
Nisha,86,IIT Delhi
Kiran,170,NIT Trichy
Deepak,135,IIT Kanpur
Kiran,21,JNU
Kavita,64,IIT Madras
Riya,117,BITS Pilani
Priya,32,BITS Pilani
Suresh,56,JNU
Amit,133,IIT Delhi
Arjun,118,JNU
Sneha,78,BITS Pilani
Pooja,27,BITS Pilani
Kavita,78,BITS Pilani
Vikram,96,JNU
Sneha,27,JNU
Sneha,180,IIT Madras
Vikram,112,BITS Pilani
Rohit,112,BITS Pilani
Neha,43,IIT Bombay
Neha,88,NIT Surathkal
Amit,142,IIT Kanpur
Arjun,75,IIT Bombay
Vikas,124,DU
Vikram,28,DU
Neha,172,NIT Surathkal
Nisha,153,IIT Madras
Neha,51,IIT Bombay
Pooja,175,BITS Pilani
Rahul,89,BITS Pilani
Rahul,158,IIT Madras
Ankit,51,IIT Kanpur
Mehul,174,DU
Rahul,53,IIT Delhi
Suresh,130,BITS Pilani
Riya,97,IIT Kanpur
Sneha,73,IIIT Hyderabad
Neha,156,IIT Bombay
Sneha,132,IIT Bombay
Nisha,50,BITS Pilani
Amit,122,NIT Surathkal
Rahul,107,IIT Madras
Nisha,89,BITS Pilani
Vikas,26,IIT Delhi
Amit,102,JNU
Vikram,63,IIT Kanpur
Priya,73,IIT Bombay
Pooja,172,BITS Pilani
Kavita,133,IIIT Hyderabad
Kiran,64,IIT Kanpur
Sneha,143,NIT Surathkal
Ankit,61,JNU
Deepak,167,IIT Bombay
Riya,167,IIIT Hyderabad
Vikram,66,DU
Kiran,133,BITS Pilani
Vikas,119,IIIT Hyderabad
Ankit,168,IIT Kanpur
Vikram,67,DU
Rahul,174,IIT Bombay
Ankit,113,IIT Madras
Mehul,129,NIT Trichy
Kiran,137,IIT Kanpur
Sneha,48,IIT Bombay
Suresh,159,IIT Delhi
Mehul,57,NIT Trichy
Riya,41,IIT Delhi
Suresh,120,IIT Bombay
Riya,37,IIT Madras
Deepak,152,JNU
Sneha,104,NIT Surathkal
Amit,165,IIT Bombay
Kavita,72,IIT Delhi
Rohit,30,IIT Kanpur
Kavita,112,NIT Surathkal
Vikas,83,NIT Trichy
Vikas,111,JNU
Nisha,115,BITS Pilani
Mehul,64,IIT Bombay
Rahul,29,JNU
Mehul,126,IIT Delhi
Vikram,127,NIT Surathkal
Manish,21,IIIT Hyderabad
Vikas,177,IIT Madras
Amit,101,IIIT Hyderabad
Suresh,147,NIT Trichy
Ankit,162,BITS Pilani
Vikas,101,IIIT Hyderabad
Manish,98,BITS Pilani
Nisha,138,BITS Pilani
Vikram,101,IIT Madras
Deepak,23,BITS Pilani
Vikas,27,DU
Neha,161,NIT Trichy
Pooja,30,NIT Surathkal
Rahul,141,NIT Trichy
Simran,177,IIIT Hyderabad
Simran,97,IIT Delhi
Amit,118,DU
Nisha,122,DU
Pooja,79,IIT Bombay
Vikram,134,NIT Surathkal
Suresh,27,BITS Pilani
Mehul,64,JNU
Kiran,87,NIT Surathkal
Rahul,54,BITS Pilani
Ankit,128,IIT Madras
Deepak,25,NIT Trichy
Ankit,67,IIT Madras
Suresh,71,IIT Delhi
Mehul,119,DU
Suresh,64,BITS Pilani
Simran,76,BITS Pilani
Priya,40,IIT Kanpur
Vikas,70,BITS Pilani
Kiran,58,DU
Amit,158,DU
Vikas,119,JNU
Kiran,27,NIT Surathkal
Arjun,140,IIIT Hyderabad
Kavita,114,IIIT Hyderabad
Riya,118,IIT Delhi
Riya,129,IIT Kanpur
Amit,163,IIIT Hyderabad
Vikram,89,IIT Kanpur
